compid;composito;holeid;midx;midy;midz;SampleID;Campana;Starkey_min;BWI_kwh_tc;BWI_kwh_tm;Ai_;Rec_Cut_pct;Rec_As_pct;Rec_Ag_pct;Rec_Zn_pct;Rec_Peso_pct;VelSed_CF12_mh;pct_Sol_FinalesCF;VelSed_SFLO_mh;Sol_FinalesSF_pct;YS54pct_pa;YS57pct_pa;YS60pct_pa;pH_Natural;Lito;Alte;PISO;UGE;IND88;UGM_Starkey;UGM_Wi;UGM_Rec_Cu;UGM_Rec_As;UGM_Rec_Ag;UGM_Rec_Zn;UGM_VelSed;UGM_YS;k Cu Klimpel;k Ag Klimpel;k Cu GZ;k Ag GZ;RecMasica CF_12 Min;RecMasica TF_12 min
compid;PGD21_LAB_062;MHDD0217;8880876;23825900;2067785;PGD21_LAB_062;PGD2021;22.1;13.75;15.16;-99;95.68;96.91;90.43;96.06;31.82;4.74;48.7;0.106;36.97;5.93;18.2;21.76;7.3;Brecha Hidrotermal;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;1.696995992;-99;0.671678888;0.54063068;31.91675021;31.81506849
compid;PGD21_LAB_063;MHDD0229;8819190;23923969;2109431;PGD21_LAB_063;PGD2021;30.66;12.04;13.27;-99;80.23;56.74;62.36;34.58;21.64;1.65;43.27;0.345;36.69;28;39.99;46.25;8.26;Andesita;Argilica;BAS;C5;0;5;5;5;4;5;2;6;6;0.809654076;-99;0.377265729;0.41569092;23.5775838;21.6376758
compid;PGD21_LAB_064;MHDD0229;8840582;23922260;2063168;PGD21_LAB_064;PGD2021;60.09;17.21;18.98;-99;95.38;97.48;87.47;90.97;12.25;6.59;48.03;0.168;42.58;11.37;19.33;35.82;7.72;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;5.513847264;-99;1.761760374;1.37054259;14.04245436;12.25307785
compid;PGD21_LAB_065;MHDD0229;8845687;23921781;2052319;PGD21_LAB_065;PGD2021;54.05;14.04;15.48;-99;97.79;98.16;89.58;95.64;19.28;8.74;52.67;0.222;49.49;5.48;10.66;29.17;7.38;Dique de Porfido Dacítico;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;2.786402221;-99;1.029183914;0.69936292;20.04572108;19.27804517
compid;PGD21_LAB_066;MHDD0229;8852094;23921115;2038772;PGD21_LAB_066;PGD2021;59.45;15.19;16.75;-99;97.72;97.99;92.95;91.56;26.81;9.06;51.11;0.248;48.14;6.65;13.46;29.83;7.32;Brecha Hidrotermal;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;2.264232657;-99;0.854109403;0.72312432;27.52734581;26.81258677
compid;PGD21_LAB_067;MHDD0198;9253864;24358185;2031381;PGD21_LAB_067;PGD2021;33.12;10.93;12.05;-99;92.99;49.94;92.84;92.52;23.04;8.67;55.34;0.162;47.31;1.51;6.72;9.71;7.9;Andesita;Argilica Avanzada;BAS;BHX;1;5;5;3;4;5;3;6;4;1.065280546;-99;0.467951064;0.46766626;23.17005391;23.03611111
compid;PGD21_LAB_068;MHDD0268;9072375;24675936;1869738;PGD21_LAB_068;PGD2021;45.32;13.08;14.42;-99;84.4;19.69;68.81;85.59;15.53;8.53;54.9;0.163;45.23;2.99;7.43;12.78;7.92;Granodiorita;Argilica Avanzada;BAS;C1;0;4;4;5;4;6;2;5;6;2.367916441;-99;0.8783661;0.79570332;15.348045;15.53240741
compid;PGD21_LAB_069;MHDD0217;8836671;23824680;2143574;PGD21_LAB_069;PGD2021;42.73;15.26;16.82;-99;95.35;95.83;75.38;79.28;17.6;8.13;53.18;0.088;37.87;3.78;7.56;10.88;8.04;Dacita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;5.47045812;-99;1.748782663;0.66667432;18.19327225;17.59907407
compid;PGD21_LAB_070;MHDD0211;8824275;24236745;2024601;PGD21_LAB_070;PGD2021;38.57;14.75;16.26;-99;97.62;97.62;94.89;96.25;23.05;6.25;50.36;0.104;36.54;6.81;21.99;33.68;7.97;Dacita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;1.327940127;-99;0.488932783;0.44550784;21.97241007;23.04722222
compid;PGD21_LAB_071;MHDD0260;9251887;24316110;2048904;PGD21_LAB_071;PGD2021;26.55;11.59;12.78;-99;93.78;51.94;85.72;96.54;19.36;8.29;52.83;0.105;38.14;9.19;16.36;21.1;8.04;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;1.319988279;-99;0.539827481;0.45655414;20.00445017;19.36388889
compid;PGD21_LAB_072;MHDD0260;9257550;24315604;2029469;PGD21_LAB_072;PGD2021;21.7;12.19;13.44;-99;97.23;92.1;97.8;96.8;21.45;2.85;50.01;0.088;34.38;20.83;26.42;30.47;8.31;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;1.813020301;-99;0.694216127;0.69281492;19.69293756;21.45462963
compid;PGD21_LAB_073;MHDD0211;8860117;24230231;1942308;PGD21_LAB_073;PGD2021;49.81;15.22;16.78;-99;97.55;96.6;90.49;95.49;17.78;12.94;54.52;0.122;40.24;7.13;8.6;14.08;7.86;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;4.010026894;-99;1.438976076;1.13711537;17.46813415;17.78055556
compid;PGD21_LAB_074;MHDD0197;8904556;24349538;1977390;PGD21_LAB_074;PGD2021;38.62;14.03;15.47;-99;96.84;96.44;87.48;93.55;15.19;12.65;55.32;0.124;40.99;1.66;10.02;8.89;7.72;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;3.994299918;-99;1.42991863;1.08295446;14.71058999;15.19351852
compid;PGD21_LAB_075;MHDD0197;8914723;24349393;1952378;PGD21_LAB_075;PGD2021;40.02;14.43;15.91;-99;94.75;95.12;90.41;88.03;23.31;17;59.56;0.134;47.21;2.09;6.07;7.9;7.37;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;2.108859232;-99;0.835780428;0.52799041;22.33664178;23.31388889
compid;PGD21_LAB_076;MHDD0197;8925125;24349269;1927463;PGD21_LAB_076;PGD2021;62.91;15.02;16.56;-99;91.91;96.48;86.61;80.85;13.63;25.08;58.77;0.16;47.82;1.3;2.77;3.2;7.68;Dacita;Filica;BAS;C1;1;3;3;4;4;6;2;4;3;3.609529476;-99;1.317426691;0.96504501;14.09626126;13.62777778
compid;PGD21_LAB_077;MHDD0200;8877078;24442152;1943555;PGD21_LAB_077;PGD2021;21;14.05;15.49;-99;94;96.04;56.01;90.33;14.51;7.8;51.52;0.073;34.63;12.46;23.91;38.83;7.72;Granodiorita;Filica;BAS;C1;1;3;3;4;4;6;2;4;3;5.009972883;-99;1.654991126;1.1208761;14.65537323;14.51203704
compid;PGD21_LAB_078;MHDD0200;8880378;24441928;1935997;PGD21_LAB_078;PGD2021;18.71;13.55;14.94;-99;93.27;85.01;83.34;94.33;20.01;9.09;56.57;0.127;42.13;4.77;10.43;15.27;7.42;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;2.8559059;-99;1.065068738;0.73664808;19.80175904;20.01018519
compid;PGD21_LAB_079;MHDD0200;8885185;24441573;1925008;PGD21_LAB_079;PGD2021;21.92;13.87;15.29;-99;97.17;98.29;88.53;91.07;15.84;12.72;52.33;0.113;40.94;5.68;12.47;25.57;7.58;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;4.708696221;-99;1.604749737;1.10632886;15.71018051;15.83703704
compid;PGD21_LAB_080;MHDD0193;8843730;24074045;2027635;PGD21_LAB_080;PGD2021;28.75;15.52;17.11;0.12;96.93;97.1;95.99;90.71;14.26;7.68;50.67;0.048;27.17;10.3;17.14;27.43;7.67;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;5.539337051;-99;1.766989797;1.64709856;13.98263685;14.25648148
compid;PGD21_LAB_081;MHDD0193;8846318;24074012;2023067;PGD21_LAB_081;PGD2021;27.06;14.63;16.13;0.13;98.26;98;95.9;96.77;17.6;6.29;45.79;0.039;21.97;10.1;19.53;24.18;7.44;Brecha Hidrotermal;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;3.542695131;-99;1.288504648;1.1277949;16.4420108;17.5962963
compid;PGD21_LAB_082;MHDD0243;8877449;24100683;2017235;PGD21_LAB_082;PGD2021;44.83;14.61;16.11;-99;94.79;95.4;88.9;95.3;21.06;22.44;51.67;0.145;39.1;7.29;10.3;18.63;7.34;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;1.773123502;-99;0.710785672;0.5951117;21.02635616;21.06481481
compid;PGD21_LAB_083;MHDD0243;8888900;24100268;1988700;PGD21_LAB_083;PGD2021;59.79;15.43;17.01;-99;93.95;96.74;85.59;92.73;21.65;22.62;53.53;0.114;36.79;6.74;9.47;17.32;7.48;Andesita;Argilica Avanzada;MIX;C5;1;1;1;2;2;2;1;1;1;2.250359073;-99;0.889959873;0.66153715;21.15579337;21.64907407
compid;PGD21_LAB_084;MHDD0246;8890531;24148209;1975815;PGD21_LAB_084;PGD2021;59.28;17.04;18.79;-99;95.85;94;85.55;89.36;15.61;13.21;52.56;0.112;35.26;10.18;17.02;27.67;7.44;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;4.920758716;-99;1.635514158;1.24186863;15.14488639;15.60833333
compid;PGD21_LAB_085;MHDD0250;8734442;24193776;2019323;PGD21_LAB_085;PGD2021;44.84;13.77;15.18;-99;79.8;69.39;66.17;69.61;15.1;28.2;58.16;0.213;53.63;1.02;1.54;4.64;7.23;Granodiorita;Argilica Avanzada;MIX;C1;0;1;1;2;1;1;1;1;1;0.620133942;-99;0.316453229;0.27374994;14.28796486;15.09537037
compid;PGD21_LAB_086;MHDD0250;8745786;24193135;1988341;PGD21_LAB_086;PGD2021;32.76;13.83;15.24;-99;89.98;81.92;78.88;88.08;19.93;27.36;58.23;0.275;53.7;1.49;1.97;9.75;7.15;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;0.751520885;-99;0.324036354;0.2582116;20.98720834;19.93333333
compid;PGD21_LAB_087;MHDD0229;8858563;23920401;2025258;PGD21_LAB_087;PGD2021;71.68;16.41;18.09;-99;95.48;97.39;78.3;94.27;13.07;8.63;53;0.145;41.56;1.59;3.31;7.18;7.41;Dique de Porfido Dacítico;Argilica Avanzada;BAS;C1;1;4;4;4;4;6;2;5;6;3.643873372;-99;1.332187694;0.94683554;14.05869908;13.06916026
compid;PGD21_LAB_088;MHDD0193;8879322;24072778;1965062;PGD21_LAB_088;PGD2021;67.52;17.24;19;-99;92.26;95.98;88.84;95.46;19.92;4.13;50.48;0.11;38.34;3.89;5.79;12.93;7.88;Porfido Feldespático;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;0.683840309;-99;0.273166002;0.26041233;20.15686567;19.91765359
compid;PGD21_LAB_089;MHDD0193;8881932;24072704;1960507;PGD21_LAB_089;PGD2021;67.85;17.6;19.41;-99;94.67;97.24;91.23;94.63;18.44;4.39;51.41;0.154;41.32;1.88;2.63;3.58;7.69;Porfido Feldespático;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;1.399042327;-99;0.607298298;0.47013938;18.68118561;18.43981481
compid;PGD21_LAB_090;MHDD0193;8887524;24072484;1950748;PGD21_LAB_090;PGD2021;52.87;16.42;18.11;-99;92.52;92.86;85.35;92.52;17.48;5.28;52.94;0.115;39.52;1.77;2.59;6.98;7.29;Porfido Feldespático;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;1.735556181;-99;0.709782386;0.55981985;17.38660505;17.47779423
compid;PGD21_LAB_091;MHDD0193;8900550;24071818;1927968;PGD21_LAB_091;PGD2021;39.74;15.13;16.68;0.06;96.71;84.99;94.01;93.85;20.47;5.83;49.73;0.095;34.92;5.43;10.11;15.13;7.69;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;3.16608919;-99;1.204402252;1.12579558;20.09785192;20.46653707
compid;PGD21_LAB_092;MHDD0243;8913843;24099523;1929225;PGD21_LAB_092;PGD2021;48.85;15.79;17.41;-99;96.34;92.09;87.85;94.42;16.16;8.42;51.46;0.113;39.95;2.32;3.11;10.06;7.71;Porfido Feldespático;Filica;BAS;C1;1;3;3;4;4;6;2;4;3;2.437622103;-99;0.95086171;0.75827255;16.63873527;16.16217717
compid;PGD21_LAB_093;MHDD0245;9173800;24122804;2012421;PGD21_LAB_093;PGD2021;43.53;14.55;16.05;-99;95.16;87.41;83.68;73.33;13.45;4;45.72;0.094;34.27;9.68;15.62;29.77;7.77;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;3.954378975;-99;1.411315007;1.0247884;13.5547719;13.45086063
compid;PGD21_LAB_094;MHDD0245;9178382;24122704;2002974;PGD21_LAB_094;PGD2021;28.19;12.59;13.88;0.12;90.7;93.52;78.58;93.67;22.69;13.08;54.62;0.163;48.74;3.51;10.15;13.3;7.24;Andesita;Argilica Avanzada;MIX;C5;1;1;1;2;2;2;1;1;1;0.820659584;-99;0.37093193;0.33771301;23.23859031;22.69419498
compid;PGD21_LAB_095;MHDD0244;8668529;24121847;2008312;PGD21_LAB_095;PGD2021;35.09;13.69;15.1;0.25;96.26;97.01;93.66;96.55;38.45;16.82;52.78;0.189;45.73;2.24;4.25;6.93;7.39;Brecha Hidrotermal;Filica;MIX;C5;1;1;1;2;2;2;1;1;1;1.448193333;-99;0.565268739;0.54818358;38.10308089;38.4455143
compid;PGD21_LAB_096;MHDD0244;8685462;24120510;1965833;PGD21_LAB_096;PGD2021;53.3;16.44;18.13;-99;89.14;91.32;87.69;92.36;17.76;19.68;58.04;0.246;54.94;0.94;2.14;3.87;7.41;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;2.108253528;-99;0.829507544;0.56312644;18.51406969;17.75874838
compid;PGD21_LAB_097;MHDD0244;8687948;24120308;1959560;PGD21_LAB_097;PGD2021;53.58;15.46;17.04;0.14;90.63;88.55;85.25;84.63;18.19;17.1;55.92;0.175;43.34;2.07;2.8;5.22;7.36;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;1.437489216;-99;0.590571174;0.4690546;16.98100851;18.18829846
compid;PGD21_LAB_098;MHDD0234A;9054136;23970673;2009533;PGD21_LAB_098;PGD2021;38.51;14.96;16.49;-99;96.16;95.43;93.23;90.78;20.02;7.67;48.54;0.108;34.66;3.45;10.44;14.32;7.33;Andesita;Filica;AAS;C1;1;3;3;4;3;4;3;6;2;4.187204006;-99;1.482347696;1.2510783;19.41502302;20.02406962
compid;PGD21_LAB_099;MHDD0241;9042363;24071609;2009029;PGD21_LAB_099;PGD2021;45.24;14.78;16.29;-99;90.8;93.3;79.34;85.09;13.79;5.47;48.27;0.089;34.17;11.77;15.64;27.84;7.73;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;3.250509026;-99;1.195765127;0.91714162;13.24045726;13.79176307
compid;PGD21_LAB_100;MHDD0227;9002121;23903192;2021466;PGD21_LAB_100;PGD2021;48.93;16.43;18.12;-99;93.67;77.08;68.76;90.58;15.5;5.58;48.18;0.068;33.16;5.15;9.12;13.74;8.17;Porfido Feldespático;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;3.892537867;-99;1.396570577;1.2926444;15.00374322;15.49838038
compid;PGD21_LAB_101;MHDD0194;8920624;24130129;1952606;PGD21_LAB_101;PGD2021;61.76;16.25;17.92;-99;95.86;91.99;91.63;94.34;19.92;8.99;53.93;0.141;40.44;5.04;6.79;10.84;7.79;Brecha Hidrotermal;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;2.165421563;-99;0.86680263;0.69452899;19.63762249;19.92498611
compid;PGD21_LAB_102;MHDD0194;8934285;24130209;1925898;PGD21_LAB_102;PGD2021;43.06;14.97;16.51;-99;96.21;87.88;92.42;96.51;16.88;12.12;56.4;0.157;43.79;3.02;5.23;11.3;7.7;Dique de Porfido Dacítico;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;0.908736952;-99;0.342944586;0.31318145;17.24507084;16.88113312
compid;PGD21_LAB_103;MHDD0248;8859099;24170392;2054195;PGD21_LAB_103;PGD2021;68.18;15.74;17.36;-99;93.3;97.75;87.94;90.07;14.5;15.77;58.16;0.165;44.88;1.66;2.18;3.52;7.71;Porfido MM;Filica;BAS;PMM;1;2;2;4;5;5;2;4;3;1.55562454;-99;0.668712489;0.59382398;15.04785786;14.49593045
compid;PGD21_LAB_104;MHDD0194;8937740;24130177;1919241;PGD21_LAB_104;PGD2021;25.24;13.14;14.49;-99;96.22;96.69;92.45;95.23;24.75;5.48;49.28;0.067;32.1;4.42;9.66;10.79;7.82;Brecha Hidrotermal;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;0.983169367;-99;0.378979232;0.30965878;24.62933761;24.75043986
compid;PGD21_LAB_105;MHDD0227;9011236;23903526;2002550;PGD21_LAB_105;PGD2021;38.47;13.57;14.96;-99;88.58;83.28;83.28;88.51;17.8;8.13;50.48;0.097;36.01;4.66;6.78;14.71;7.87;Andesita;Argilica Avanzada;BAS;C1;1;4;4;4;4;6;2;6;6;1.84857284;-99;0.740881092;0.619194;17.51177586;17.80101805
compid;PGD21_LAB_106;MHDD0248;8873481;24168283;2010025;PGD21_LAB_106;PGD2021;48.91;16.04;17.69;-99;96.87;98.54;88.92;89.53;15.72;16.54;59.84;0.147;40.48;2.67;6.23;8.12;7.48;Porfido Feldespático;Filica;BAS;C1;1;3;3;4;4;6;2;4;3;2.023825597;-99;0.783739841;0.65729558;15.77682612;15.72394001
compid;PGD21_LAB_107;MHDD0248;8886690;24165944;1969435;PGD21_LAB_107;PGD2021;48.29;15.8;17.42;-99;94.07;94.99;84.21;85.26;15.09;6.55;48.75;0.105;35.13;3.94;8.03;13.39;7.41;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;6;2;1.974447727;-99;0.795041501;0.59420834;16.31681434;15.08932704
compid;PGD21_LAB_108;MHDD0309;9078230;24258816;1982143;PGD21_LAB_108;PGD2021;38.17;13.83;15.25;-99;97.34;88.33;94.56;96.62;15.26;27.84;53;1,240;58.22;1.63;2.42;3.08;7;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;1.938733944;-99;0.738198301;0.67639954;14.86726487;15.26481481
compid;PGD21_LAB_109;MHDD0309;9096501;24257215;1959358;PGD21_LAB_109;PGD2021;10.13;14.53;16.01;-99;95.84;39.67;84.33;42.86;15.21;11.57;54.29;0.14;42.53;2.33;4.35;10.58;7.44;Granodiorita;Argilica;BAS;C5;1;5;5;4;4;5;2;5;6;4.129255949;-99;1.459950349;0.90956993;14.37479029;15.20740741
compid;PGD21_LAB_110;MHDD0309;9102178;24256756;1952390;PGD21_LAB_110;PGD2021;29.02;13.25;14.61;-99;96.08;13.46;74.39;43.37;17.18;11.45;52.38;0.17;44.99;3.77;7.71;9.16;7.61;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;3.118479742;-99;1.194817711;0.76539763;17.25050063;17.18055556
compid;PGD21_LAB_111;MHDD0309;9107690;24256239;1945614;PGD21_LAB_111;PGD2021;13.01;13.86;15.28;-99;92.9;11.01;86.32;83.78;11.01;12.86;51.1;0.2;46;1.51;3.25;8.02;7.53;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;3.189127061;-99;1.209736613;0.9847889;11.16992033;11.01203704
compid;PGD21_LAB_112;MHDD0210;8838963;24221679;1981696;PGD21_LAB_112;PGD2021;39.38;15.51;17.1;-99;96.98;97.74;90.63;85.26;14.74;4.3;48.14;0.1;35.7;4.9;8.17;10.82;7.9;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;2.573310446;-99;0.976039482;0.8002985;14.70344313;14.73518519
compid;PGD21_LAB_113;MHDD0210;8842885;24221474;1975307;PGD21_LAB_113;PGD2021;46.49;14.34;15.81;-99;96.61;95.99;86.24;91.57;15.56;6.56;52.33;0.09;37.25;4.42;8.23;9.67;7.71;Granodiorita;Filica;AAS;C1;1;3;3;4;3;4;3;5;3;2.951821311;-99;1.139766773;0.95437563;15.88874621;15.56296296
compid;PGD21_LAB_114;MHDD0210;8856310;24220955;1953633;PGD21_LAB_114;PGD2021;54.68;15.27;16.84;-99;96.44;95.31;90.75;95.21;14.69;14.45;57.94;0.21;46.73;2.58;3.21;4.04;7.69;Granodiorita;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;0.889842469;-99;0.335698937;0.29207629;14.75379299;14.69074074
compid;PGD21_LAB_115;MHDD0253;8960924;24252390;1996617;PGD21_LAB_115;PGD2021;51.58;14.69;16.19;-99;92.05;94.3;81.56;87.69;14.54;9.39;52.17;0.12;40.4;1.7;2.12;8.67;7.69;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;0.799273016;-99;0.346129045;0.28704182;12.90733932;14.53796296
compid;PGD21_LAB_116;MHDD0255;8734521;24300761;2042405;PGD21_LAB_116;PGD2021;37.77;14.59;16.09;-99;92.89;93.6;83.51;92.79;17.73;6.08;50.97;0.12;41;2.4;3.81;4.57;7.34;Porfido Feldespático;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;0.592290189;-99;0.231942233;0.18110785;17.66716335;17.73148148
compid;PGD21_LAB_117;MHDD0255;8748858;24300327;2009387;PGD21_LAB_117;PGD2021;41.63;14.66;16.16;-99;94.44;94.69;88.51;94.09;16.15;12.72;55.7;0.07;32.96;3.17;5.33;8.99;7.28;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;1.207086156;-99;0.498143217;0.40838853;17.00039116;16.15
compid;PGD21_LAB_118;MHDD0261A;8804200;24365009;2012100;PGD21_LAB_118;PGD2021;52.47;15.7;17.31;-99;87.46;93.42;77.31;79.07;11.99;12.72;55.07;0.21;48.03;0.71;0.88;1.25;7.32;Porfido Cuarcífero;Argilica Avanzada;BAS;C5;0;5;5;5;4;5;2;5;6;0.357272452;-99;0.147181149;0.10879967;12.40250988;11.99351852
compid;PGD21_LAB_119;MHDD0261A;8807668;24364744;2005456;PGD21_LAB_119;PGD2021;48.49;15.63;17.23;-99;72;86.39;63.04;79.64;10.04;26.52;60.38;0.3;55.85;0.88;1.53;2.43;7.55;Granodiorita;Argilica Avanzada;BAS;C5;0;5;5;5;4;5;2;5;6;0.237096644;-99;0.107107932;0.0871849;10.15534884;10.03703704
compid;PGD21_LAB_120;MHDD0261A;8836935;24362464;1949713;PGD21_LAB_120;PGD2021;36.09;14.55;16.04;-99;90.5;85.49;90.71;91.56;17.82;3.35;54.27;0.12;41.03;5.15;5.49;11.29;7.47;Dacita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;0.727993101;-99;0.292827636;0.26957954;18.17293009;17.82314815
compid;PGD21_LAB_121;MHDD0263;8893539;24395664;1958242;PGD21_LAB_121;PGD2021;41.56;15.35;16.92;0.14;94.42;95.86;80.85;87.44;13.97;5.85;52.49;0.13;40.19;1.99;4.07;8.43;7.64;Granodiorita;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;2.564477445;-99;1.000353269;0.75436622;14.55941908;13.96666667
compid;PGD21_LAB_122;MHDD0263;8897046;24395417;1950778;PGD21_LAB_122;PGD2021;31.51;13.63;15.02;0.11;95.39;95.67;91.7;93.73;16.23;3.12;53.07;0.1;37.89;5.2;12.5;17.86;7.7;Granodiorita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;5;6;1.454090629;-99;0.6007837;0.53305979;16.29293982;16.2287037
compid;PGD21_LAB_123;MHDD0259;8966490;24317477;1958970;PGD21_LAB_123;PGD2021;82.6;16.91;18.65;-99;79.57;57.44;62.67;59.19;8.99;17.74;55.62;0.58;48.99;8.09;12.1;20.79;7.97;Granodiorita;Filica;BAS;C1;0;3;3;5;4;6;2;4;3;2.179014895;-99;0.844719009;0.54836501;8.297174994;8.987037037
compid;PGD21_LAB_124;MHDD0253;9003374;24252242;1921542;PGD21_LAB_124;PGD2021;29.77;13.11;14.46;-99;92.5;96.08;83.69;92.32;25.48;8.82;53.01;0.21;46.67;8.09;12.1;20.79;7.61;Andesita;Argilica Avanzada;BAS;C5;1;5;5;4;4;5;2;6;6;0.65312321;-99;0.277016838;0.22883847;24.5149403;25.48425926
compid;PGD21_LAB_125;MHDD0257;9134860;24296995;2013845;PGD21_LAB_125;PGD2021;31.46;11.8;13.01;-99;94.76;96.06;93.88;93.36;20.37;0.79;37.96;0.04;25.13;7.71;17.35;42.24;7.79;Andesita;Filica;BAS;C5;1;3;3;4;4;5;2;4;2;1.702229185;-99;0.706953925;0.58340486;19.09136743;20.36851852
compid;PGD21_LAB_126;MHDD0259;8952012;24318582;2003145;PGD21_LAB_126;PGD2021;49.16;14.91;16.44;-99;96.23;96.12;90.75;93.82;13.85;2.2;46.96;0.11;32.54;8.69;14.84;33.11;7.72;Dique de Porfido Dacítico;Filica;AAS;C5;1;3;3;3;3;3;3;23;3;1.827805174;-99;0.70451881;0.56976341;14.32680813;13.85
compid;PGD21_LAB_127;MHDD0259;8956229;24318294;1990324;PGD21_LAB_127;PGD2021;52.16;15.77;17.39;-99;96.13;95.3;94.87;96.42;15.73;1.82;43.99;0.11;32.97;4.47;5.6;10.52;7.76;Dique de Porfido Dacítico;Filica;BAS;C5;1;3;3;4;4;5;2;4;3;1.452843208;-99;0.566331204;0.52799467;15.85129571;15.72962963
compid;PGD21_LAB_128;MHDD0259;8959972;24317988;1978927;PGD21_LAB_128;PGD2021;59.35;15.15;16.7;-99;96.64;96.24;90.37;92.25;15.28;11.44;55.97;0.2;47.54;1.77;5.3;18.42;7.8;Granodiorita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;23;5;1.703805323;-99;0.658935265;0.52638147;14.60124298;15.28425926
compid;PGD21_LAB_129;MHDD0193;8916173;24070966;1900628;PGD21_LAB_129;PGD2021;46.43;16.28;17.95;-99;91.69;88.75;88.05;89.91;12.41;4.13;51.14;0.08;34.43;1.08;10.26;30.98;7.87;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;1.126143745;-99;0.497177382;0.46410316;13.12831429;12.40996204
compid;PGD21_LAB_130;MHDD0193;8918775;24070815;1896071;PGD21_LAB_130;PGD2021;43.41;14.79;16.3;0.12;94.77;96.88;91.47;95.3;18.43;6.04;53.63;0.1;35.91;4.77;7.34;13.09;7.89;Andesita;Filica;AAS;C5;1;3;3;3;3;3;3;6;2;1.370617613;-99;0.563257021;0.4748171;17.54475894;18.42607166
compid;PGD21_LAB_131;MHDD0193;8921746;24070609;1890862;PGD21_LAB_131;PGD2021;45.45;15.02;16.56;0.12;91.65;91.64;86;94.68;17.23;2.94;47.46;0.07;32.64;7.43;15.66;21.14;7.81;Andesita;Filica;BAS;C1;1;3;3;4;4;6;2;4;2;0.750146456;-99;0.311239174;0.28965855;18.00327789;17.23435765
compid;PGD21_LAB_132;MHDD0193;8923597;24070474;1887604;PGD21_LAB_132;PGD2021;46.32;15.57;17.17;-99;96.44;93.1;94.96;96.06;18.02;2.9;49.64;0.1;38.14;4.26;5.54;9.05;8.02;Andesita;Argilica Avanzada;AAS;C5;1;5;5;3;3;3;3;6;5;0.933387193;-99;0.34380421;0.23273889;18.05147469;18.0200037
compid;PGD21_LAB_133;MHDD0197;8953526;24348310;1862128;PGD21_LAB_133;PGD2021;25.87;14.42;15.89;0.18;91.87;90.92;85.19;85.93;19.01;9.17;52.51;0.13;41.97;2.51;5.41;15.11;7.66;Granodiorita;Argilica Avanzada;MIX;C5;1;1;1;2;2;2;1;1;1;0.801547795;-99;0.348958885;0.31833378;19.89704587;19.01092795
